metroArea,metroX,metroY,area,hoverName
Abilene_TX_2080,-99.75782998,32.42350731,0.0136863,"Abilene, TX"
Akron_OH_2080,-81.49557939,41.06037589,0.0921506,"Akron, OH"
Albany_GA_2080,-84.16127932,31.59527678,0.0177008,"Albany, GA"
Albany_NY_2080,-73.79261444,42.74737242,0.0860019,"Albany, NY"
Albertville_AL_2080,-86.22662098,34.27491492,0.00959404,"Albertville, AL"
Albuquerque_NM_2080,-106.6249776,35.15939813,0.0650716,"Albuquerque, NM"
Alexandria_LA_2080,-92.45851773,31.3386289,0.016174,"Alexandria, LA"
Allentown_PA_2080,-75.43270089,40.65906841,0.0966099,"Allentown, PA"
Alton_IL_2080,-90.13193976,38.90054731,0.0149498,"Alton, IL"
Altoona_PA_2080,-78.39847925,40.4961883,0.0103047,"Altoona, PA"
Amarillo_TX_2080,-101.8376207,35.20695794,0.020965,"Amarillo, TX"
Anchorage_AK_2080,-149.7821232,61.19127857,0.0371419,"Anchorage, AK"
Anderson_IN_2080,-85.68323101,40.11132711,0.0181485,"Anderson, IN"
Anderson_SC_2080,-82.66465483,34.51350353,0.0191623,"Anderson, SC"
Ann Arbor_MI_2080,-83.6772446,42.24202968,0.0465606,"Ann Arbor, MI"
Anniston_AL_2080,-85.8356188,33.68389464,0.0219806,"Anniston, AL"
Antioch_CA_2080,-121.7918434,37.9960687,0.0217033,"Antioch, CA"
Appleton_WI_2080,-88.40143831,44.2398444,0.0315018,"Appleton, WI"
Asheboro_NC_2080,-79.81119992,35.74582908,0.00851632,"Asheboro, NC"
Asheville_NC_2080,-82.58874415,35.51453997,0.0687756,"Asheville, NC"
Athens_GA_2080,-83.4023702,33.94528161,0.0251042,"Athens, GA"
Atlanta_GA_2080,-84.33172466,33.82382481,0.676354,"Atlanta, GA"
Atlantic City_NJ_2080,-74.64470913,39.36985912,0.0350854,"Atlantic City, NJ"
Auburn_AL_2080,-85.4476576,32.61742209,0.0125064,"Auburn, AL"
Auburn_CA_2080,-121.0778782,38.93055224,0.0072193,"Auburn, CA"
Augusta_GA_2080,-81.9543205,33.48442651,0.0658787,"Augusta, GA"
Austin_TX_2080,-97.76075615,30.35939669,0.128228,"Austin, TX"
Avondale_AZ_2080,-112.4208298,33.47744595,0.0221203,"Avondale, AZ"
Bakersfield_CA_2080,-119.0099007,35.35562278,0.0357817,"Bakersfield, CA"
Baltimore_MD_2080,-76.649793,39.2345365,0.200587,"Baltimore, MD"
Bangor_ME_2080,-68.74059296,44.85145609,0.0129504,"Bangor, ME"
Barnstable Town_MA_2080,-70.41971391,41.72805437,0.0839975,"Barnstable Town, MA"
Baton Rouge_LA_2080,-91.03267348,30.41600344,0.0902985,"Baton Rouge, LA"
Battle Creek_MI_2080,-85.22312563,42.31866461,0.0153816,"Battle Creek, MI"
Bay City_MI_2080,-83.88598219,43.61178456,0.0121093,"Bay City, MI"
Beaufort_SC_2080,-80.71878896,32.45019037,0.0126499,"Beaufort, SC"
Beaumont_TX_2080,-94.1237395,30.14444451,0.0224958,"Beaumont, TX"
Beckley_WV_2080,-81.15871146,37.849526,0.0162338,"Beckley, WV"
Bel Air_MD_2080,-76.29599872,39.54101715,0.0365992,"Bel Air, MD"
Bellingham_WA_2080,-122.4573793,48.79970165,0.0163627,"Bellingham, WA"
Beloit_WI_2080,-89.02639905,42.51805196,0.0100025,"Beloit, WI"
Bend_OR_2080,-121.3177024,44.05528802,0.0116137,"Bend, OR"
Benton Harbor_MI_2080,-86.47825112,42.04088352,0.013429,"Benton Harbor, MI"
Billings_MT_2080,-108.5342709,45.79630635,0.0159295,"Billings, MT"
Binghamton_NY_2080,-75.93753511,42.0869885,0.0218852,"Binghamton, NY"
Birmingham_AL_2080,-86.79099214,33.46622254,0.13413,"Birmingham, AL"
Bismarck_ND_2080,-100.8287629,46.83400299,0.0120448,"Bismarck, ND"
Blacksburg_VA_2080,-80.45574951,37.16917358,0.0135144,"Blacksburg, VA"
Bloomington_IL_2080,-88.98706813,40.48931229,0.0135547,"Bloomington, IL"
Bloomington_IN_2080,-86.54656514,39.16692526,0.0120978,"Bloomington, IN"
Bloomsburg_PA_2080,-76.41471981,41.01724748,0.00939802,"Bloomsburg, PA"
Bluefield_WV_2080,-81.20697541,37.30437153,0.0112285,"Bluefield, WV"
Boise City_ID_2080,-116.28114,43.6174847,0.0391157,"Boise City, ID"
Bonita Springs_FL_2080,-81.69728226,26.21179285,0.0470798,"Bonita Springs, FL"
Boston_MA_2080,-71.14224368,42.37351872,0.552427,"Boston, MA"
Boulder_CO_2080,-105.2303828,40.03135366,0.00895219,"Boulder, CO"
Bowling Green_KY_2080,-86.4389419,36.96212751,0.0119622,"Bowling Green, KY"
Branson_MO_2080,-93.24203777,36.64570264,0.0076311,"Branson, MO"
Bremerton_WA_2080,-122.6583865,47.61187898,0.0520988,"Bremerton, WA"
Bridgeport_CT_2080,-73.31287473,41.25700594,0.132985,"Bridgeport, CT"
Bristol_TN_2080,-82.13820927,36.61310882,0.0166936,"Bristol, TN"
Brownsville_TX_2080,-97.48218169,25.99198857,0.0198114,"Brownsville, TX"
Brunswick_GA_2080,-81.54343841,31.2209072,0.0108315,"Brunswick, GA"
Brunswick_ME_2080,-69.91784582,43.94085178,0.00732928,"Brunswick, ME"
Buffalo_NY_2080,-78.82420018,42.91849261,0.110088,"Buffalo, NY"
Bullhead City_AZ_2080,-114.5699644,35.08956094,0.00744166,"Bullhead City, AZ"
Burlington_NC_2080,-79.39003465,36.08073195,0.0236395,"Burlington, NC"
Burlington_VT_2080,-73.14736812,44.48486578,0.0184015,"Burlington, VT"
Butler_PA_2080,-79.93314446,40.87028259,0.00912809,"Butler, PA"
Calgary_CAN_2080,-114.0845626,51.04592552,0.0496451,"Calgary, CAN"
Calhoun_GA_2080,-84.90961442,34.45853987,0.00845228,"Calhoun, GA"
Canton_OH_2080,-81.44975199,40.82039385,0.0463459,"Canton, OH"
Cape Coral_FL_2080,-81.82127245,26.59820974,0.0872024,"Cape Coral, FL"
Cape Girardeau_MO_2080,-89.59363477,37.33691896,0.00924232,"Cape Girardeau, MO"
Carbondale_IL_2080,-89.08342319,37.74705765,0.0131528,"Carbondale, IL"
Carrollton_GA_2080,-85.02907151,33.59767348,0.0115978,"Carrollton, GA"
Cartersville_GA_2080,-84.82486818,34.18635672,0.0128461,"Cartersville, GA"
Casper_WY_2080,-106.3646183,42.8612049,0.00870879,"Casper, WY"
Cedar Rapids_IA_2080,-91.65853276,41.98384873,0.0237009,"Cedar Rapids, IA"
Centralia_WA_2080,-122.9785699,46.73055568,0.00971109,"Centralia, WA"
Chambersburg_PA_2080,-77.64563874,39.92105262,0.0102028,"Chambersburg, PA"
Champaign_IL_2080,-88.26203685,40.0813602,0.0128687,"Champaign, IL"
Charleston_SC_2080,-80.0210678,32.92087639,0.0760368,"Charleston, SC"
Charleston_WV_2080,-81.63746663,38.36334286,0.02815,"Charleston, WV"
Charlotte_NC_2080,-80.81621491,35.25120019,0.199277,"Charlotte, NC"
Charlottesville_VA_2080,-78.4919356,38.07522293,0.00927399,"Charlottesville, VA"
Chattanooga_TN_2080,-85.21662654,35.05241248,0.0787723,"Chattanooga, TN"
Chesapeake Beach_MD_2080,-76.6582216,38.69567897,0.00686119,"Chesapeake Beach, MD"
Cheyenne_WY_2080,-104.8065293,41.13691662,0.00978937,"Cheyenne, WY"
Chicago_IL_2080,-87.89871611,41.82726933,0.697124,"Chicago, IL"
Chico_CA_2080,-121.8359931,39.74924884,0.0093801,"Chico, CA"
Cincinnati_OH_2080,-84.46031094,39.18772546,0.215286,"Cincinnati, OH"
Clarksburg_WV_2080,-80.32117765,39.31722363,0.0104511,"Clarksburg, WV"
Clarksville_TN_2080,-87.34522144,36.56679669,0.0286208,"Clarksville, TN"
Cleveland_OH_2080,-81.60627497,41.44208261,0.217229,"Cleveland, OH"
Cleveland_TN_2080,-84.83102504,35.19472969,0.0140049,"Cleveland, TN"
Coeur d'Alene_ID_2080,-116.8726897,47.72660896,0.0148679,"Coeur d'Alene, ID"
College Station_TX_2080,-96.32792859,30.62293044,0.0174364,"College Station, TX"
Colorado Springs_CO_2080,-104.7710281,38.89581201,0.0506,"Colorado Springs, CO"
Columbia_MO_2080,-92.32084799,38.95939298,0.0167059,"Columbia, MO"
Columbia_SC_2080,-81.06325983,34.04404178,0.0976327,"Columbia, SC"
Columbus_GA_2080,-84.98227936,32.48704404,0.0368442,"Columbus, GA"
Columbus_IN_2080,-85.9314029,39.25167248,0.00744012,"Columbus, IN"
Columbus_OH_2080,-82.96365107,40.02164553,0.141504,"Columbus, OH"
Concord_CA_2080,-122.0029594,37.84096718,0.0541279,"Concord, CA"
Concord_NC_2080,-80.56004634,35.51644354,0.0464868,"Concord, NC"
Concord_NH_2080,-71.55939593,43.22358157,0.0103134,"Concord, NH"
Conroe_TX_2080,-95.47243987,30.25526989,0.0325969,"Conroe, TX"
Conway_AR_2080,-92.42718541,35.047827,0.0104082,"Conway, AR"
Cookeville_TN_2080,-85.53084896,36.15398937,0.0115401,"Cookeville, TN"
Corpus Christi_TX_2080,-97.47250188,27.79416507,0.0296337,"Corpus Christi, TX"
Cumberland_MD_2080,-78.82118175,39.65258519,0.00893609,"Cumberland, MD"
Dallas-Fort Worth_TX_2080,-96.971321,32.81514503,0.452746,"Dallas-Fort Worth, TX"
Dalton_GA_2080,-84.9164664,34.81312018,0.0206374,"Dalton, GA"
Danbury_CT_2080,-73.42108745,41.46994155,0.0378172,"Danbury, CT"
Danville_IL_2080,-87.63344031,40.09052351,0.00836929,"Danville, IL"
Danville_VA_2080,-79.41638342,36.60946555,0.0109956,"Danville, VA"
Daphne_AL_2080,-87.81561802,30.63378604,0.013516,"Daphne, AL"
Davenport_IA_2080,-90.49286455,41.53687477,0.0408919,"Davenport, IA"
Dayton_OH_2080,-84.16400268,39.77661948,0.0962124,"Dayton, OH"
Daytona Beach_FL_2080,-81.09489379,29.26238627,0.0458352,"Daytona Beach, FL"
Decatur_AL_2080,-86.99482861,34.53364163,0.0152082,"Decatur, AL"
Decatur_IL_2080,-88.94739846,39.85235094,0.0169682,"Decatur, IL"
DeKalb_IL_2080,-88.72106213,41.95547275,0.00732707,"DeKalb, IL"
Deltona_FL_2080,-81.27250049,28.97360636,0.0240229,"Deltona, FL"
Denton_TX_2080,-97.0673415,33.09287909,0.0370242,"Denton, TX"
Denver_CO_2080,-104.9506778,39.71122554,0.185387,"Denver, CO"
Des Moines_IA_2080,-93.6576022,41.62440305,0.0565941,"Des Moines, IA"
Detroit_MI_2080,-83.22742588,42.49111764,0.389283,"Detroit, MI"
Dothan_AL_2080,-85.4333237,31.23446705,0.0136364,"Dothan, AL"
Dover_DE_2080,-75.56941707,39.14291822,0.0202147,"Dover, DE"
Dover_NH_2080,-70.9108687,43.25545665,0.0196751,"Dover, NH"
Dubuque_IA_2080,-90.69777563,42.49806003,0.00968026,"Dubuque, IA"
Duluth_MN_2080,-92.11224895,46.7763012,0.0241586,"Duluth, MN"
Durham_NC_2080,-78.9703981,35.98571708,0.0474319,"Durham, NC"
East Liverpool_OH_2080,-80.55900852,40.63441092,0.00702454,"East Liverpool, OH"
East Stroudsburg_PA_2080,-75.19599252,41.01746159,0.0145812,"East Stroudsburg, PA"
Eau Claire_WI_2080,-91.42437038,44.87722054,0.0217495,"Eau Claire, WI"
Edmonton_CAN_2080,-113.4710996,53.53513267,0.0388516,"Edmonton, CAN"
El Paso de Robles_CA_2080,-120.6631941,35.52426184,0.00816812,"El Paso de Robles, CA"
El Paso_TX_2080,-106.3896829,31.80787026,0.0621138,"El Paso, TX"
Elizabethtown_KY_2080,-85.92814055,37.77933237,0.0152215,"Elizabethtown, KY"
Elkhart_IN_2080,-85.89194602,41.64261597,0.026535,"Elkhart, IN"
Elmira_NY_2080,-76.85684621,42.11980161,0.0108056,"Elmira, NY"
Enterprise_AL_2080,-85.78699272,31.32282457,0.00881246,"Enterprise, AL"
Erie_PA_2080,-80.12936456,42.07974638,0.0232176,"Erie, PA"
Espanola_NM_2080,-106.035818,36.03725711,0.00747026,"Espanola, NM"
Eugene_OR_2080,-123.0464401,44.06741038,0.0253493,"Eugene, OR"
Evansville_IN_2080,-87.54485226,37.96158589,0.0318925,"Evansville, IN"
Fairbanks_AK_2080,-147.6183529,64.81978987,0.0277907,"Fairbanks, AK"
Fairfield_CA_2080,-122.0496843,38.24418719,0.0105555,"Fairfield, CA"
Fairmont_WV_2080,-80.15668022,39.46548244,0.00732622,"Fairmont, WV"
Fargo_ND_2080,-96.82067649,46.84991577,0.0214776,"Fargo, ND"
Farmington_NM_2080,-108.1559895,36.74972537,0.00917715,"Farmington, NM"
Fayetteville_AR_2080,-94.17619973,36.2601959,0.0494065,"Fayetteville, AR"
Fayetteville_NC_2080,-78.99324574,35.05470632,0.0512565,"Fayetteville, NC"
Findlay_OH_2080,-83.64069759,41.06002815,0.00666269,"Findlay, OH"
Flagstaff_AZ_2080,-111.6138947,35.19915854,0.00892931,"Flagstaff, AZ"
Flint_MI_2080,-83.70870275,42.98309173,0.0695049,"Flint, MI"
Florence_AL_2080,-87.6171141,34.8087872,0.0160544,"Florence, AL"
Florence_SC_2080,-79.81789243,34.20753871,0.0181324,"Florence, SC"
Foley_AL_2080,-87.68302899,30.41949017,0.00767059,"Foley, AL"
Fond du Lac_WI_2080,-88.42739016,43.80356193,0.00844721,"Fond du Lac, WI"
Forest City_NC_2080,-81.87855525,35.3269079,0.00902767,"Forest City, NC"
Fort Collins_CO_2080,-105.0521026,40.48026384,0.0317372,"Fort Collins, CO"
Fort Dix_NJ_2080,-74.54296187,40.03513056,0.00800412,"Fort Dix, NJ"
Fort Smith_AR_2080,-94.34168527,35.379854,0.018435,"Fort Smith, AR"
Fort Walton Beach_FL_2080,-86.64168139,30.4628182,0.0317836,"Fort Walton Beach, FL"
Fort Wayne_IN_2080,-85.14124135,41.10030968,0.0479014,"Fort Wayne, IN"
Four Corners_FL_2080,-81.64130811,28.31832678,0.00861755,"Four Corners, FL"
Franklin_NJ_2080,-74.54539551,41.16716895,0.00940721,"Franklin, NJ"
Frederick_MD_2080,-77.39501938,39.42401267,0.0200177,"Frederick, MD"
Fredericksburg_VA_2080,-77.51985566,38.27642622,0.0209637,"Fredericksburg, VA"
Fresno_CA_2080,-119.7515107,36.78720709,0.0448435,"Fresno, CA"
Gadsden_AL_2080,-85.99213587,33.97573468,0.0189101,"Gadsden, AL"
Gainesville_FL_2080,-82.38085174,29.66283307,0.0213644,"Gainesville, FL"
Gainesville_GA_2080,-83.85340667,34.27076846,0.0327805,"Gainesville, GA"
Gastonia_NC_2080,-81.1833348,35.26675444,0.0357718,"Gastonia, NC"
Gillette_WY_2080,-105.4927534,44.26605494,0.00725931,"Gillette, WY"
Gilroy_CA_2080,-121.6216003,37.07401173,0.0119267,"Gilroy, CA"
Glens Falls_NY_2080,-73.65977021,43.33471572,0.0121839,"Glens Falls, NY"
Goldsboro_NC_2080,-77.97896878,35.38596115,0.0136369,"Goldsboro, NC"
Granbury_TX_2080,-97.77366148,32.45896576,0.00798102,"Granbury, TX"
Grand Forks_ND_2080,-97.05304061,47.90923533,0.00763765,"Grand Forks, ND"
Grand Island_NE_2080,-98.36899945,40.91927077,0.0078439,"Grand Island, NE"
Grand Junction_CO_2080,-108.553284,39.10229616,0.0214786,"Grand Junction, CO"
Grand Rapids_MI_2080,-85.66930951,42.95744132,0.0817866,"Grand Rapids, MI"
Grants Pass_OR_2080,-123.2523574,42.43080693,0.00778672,"Grants Pass, OR"
Grass Valley_CA_2080,-121.0463093,39.19375845,0.00756948,"Grass Valley, CA"
Great Falls_MT_2080,-111.2797158,47.4947042,0.00982984,"Great Falls, MT"
Greeley_CO_2080,-104.7383515,40.40972523,0.0113756,"Greeley, CO"
Green Bay_WI_2080,-88.01732652,44.53887753,0.0315658,"Green Bay, WI"
Greensboro_NC_2080,-79.82825571,36.09408542,0.0491003,"Greensboro, NC"
Greenville_NC_2080,-77.38419465,35.57308074,0.0169163,"Greenville, NC"
Greenville_SC_2080,-82.47633716,34.83274769,0.0824273,"Greenville, SC"
Greenwood_SC_2080,-82.16251939,34.20193058,0.00893948,"Greenwood, SC"
Gulfport_MS_2080,-89.05677415,30.42298227,0.0429692,"Gulfport, MS"
Hagerstown_MD_2080,-77.82667224,39.55239739,0.0362413,"Hagerstown, MD"
Hammond_LA_2080,-90.48728189,30.51972816,0.0187194,"Hammond, LA"
Hanford_CA_2080,-119.6986684,36.31829734,0.00721131,"Hanford, CA"
Hanover_PA_2080,-77.07352572,39.82449957,0.00990634,"Hanover, PA"
Harlingen_TX_2080,-97.71594274,26.15366183,0.0195689,"Harlingen, TX"
Harriman_TN_2080,-84.56936015,35.88394081,0.00770183,"Harriman, TN"
Harrisburg_PA_2080,-76.88333451,40.23975562,0.073507,"Harrisburg, PA"
Harrisonburg_VA_2080,-78.89589389,38.41673913,0.00872606,"Harrisonburg, VA"
Hartford_CT_2080,-72.69374856,41.74255048,0.147255,"Hartford, CT"
Hattiesburg_MS_2080,-89.33004155,31.32336534,0.0172861,"Hattiesburg, MS"
Hazleton_PA_2080,-75.97859499,40.97353459,0.00866346,"Hazleton, PA"
Helena_MT_2080,-111.9903634,46.62737496,0.00861204,"Helena, MT"
Hemet_CA_2080,-116.9963054,33.7447182,0.0125531,"Hemet, CA"
Hickory_NC_2080,-81.44941598,35.75718056,0.0684851,"Hickory, NC"
High Point_NC_2080,-80.00804583,35.92853611,0.0296945,"High Point, NC"
Hilton Head Island_SC_2080,-80.88434289,32.25200733,0.0174967,"Hilton Head Island, SC"
Hinesville_GA_2080,-81.62249749,31.82326677,0.00776545,"Hinesville, GA"
Holland_MI_2080,-86.10030519,42.80263007,0.0178336,"Holland, MI"
Homosassa Springs_FL_2080,-82.42285953,28.87336131,0.022301,"Homosassa Springs, FL"
Hot Springs_AR_2080,-93.05865241,34.47320245,0.012458,"Hot Springs, AR"
Houma_LA_2080,-90.72536154,29.67507396,0.0221837,"Houma, LA"
Houston_TX_2080,-95.39543418,29.78447129,0.409352,"Houston, TX"
Huntington_WV_2080,-82.43365266,38.44277345,0.0373289,"Huntington, WV"
Huntsville_AL_2080,-86.62749013,34.74495089,0.0537393,"Huntsville, AL"
Idaho Falls_ID_2080,-111.9945823,43.50300503,0.0128907,"Idaho Falls, ID"
Indianapolis_IN_2080,-86.14532986,39.81138044,0.195631,"Indianapolis, IN"
Indio_CA_2080,-116.3365677,33.73145661,0.0366336,"Indio, CA"
Iowa City_IA_2080,-91.56949242,41.6900882,0.0128617,"Iowa City, IA"
Jackson_MI_2080,-84.42131748,42.24569978,0.0167428,"Jackson, MI"
Jackson_MS_2080,-90.15145094,32.32520338,0.0617987,"Jackson, MS"
Jackson_TN_2080,-88.83840675,35.64600376,0.0132028,"Jackson, TN"
Jacksonville_FL_2080,-81.651821,30.23505486,0.14742,"Jacksonville, FL"
Jacksonville_NC_2080,-77.42468709,34.74076267,0.0186181,"Jacksonville, NC"
Janesville_WI_2080,-89.00501897,42.70147216,0.0089062,"Janesville, WI"
Jefferson City_MO_2080,-92.19186839,38.57906697,0.010782,"Jefferson City, MO"
Johnson City_TN_2080,-82.33681676,36.33333836,0.0286663,"Johnson City, TN"
Johnstown_PA_2080,-78.87878234,40.30594873,0.0106894,"Johnstown, PA"
Jonesboro_AR_2080,-90.68372631,35.84705754,0.0121999,"Jonesboro, AR"
Joplin_MO_2080,-94.50172327,37.11496749,0.0169654,"Joplin, MO"
Kalamazoo_MI_2080,-85.58801672,42.24455737,0.0388239,"Kalamazoo, MI"
Kankakee_IL_2080,-87.85205875,41.15011406,0.0105612,"Kankakee, IL"
Kansas City_MO_2080,-94.59662119,39.03956579,0.184558,"Kansas City, MO"
Kennewick_WA_2080,-119.2053836,46.24628871,0.0331205,"Kennewick, WA"
Kenosha_WI_2080,-87.87895685,42.57839416,0.0145782,"Kenosha, WI"
Killeen_TX_2080,-97.76641192,31.09475495,0.0208276,"Killeen, TX"
Kingsport_TN_2080,-82.58502751,36.51873719,0.0299247,"Kingsport, TN"
Kingston_NY_2080,-74.01599292,41.96990096,0.0122931,"Kingston, NY"
Kinston_NC_2080,-77.61258083,35.28664642,0.00821245,"Kinston, NC"
Kissimmee_FL_2080,-81.35656302,28.28715751,0.038596,"Kissimmee, FL"
Knoxville_TN_2080,-84.03065585,35.91339134,0.114401,"Knoxville, TN"
Kokomo_IN_2080,-86.13695853,40.47329244,0.0100021,"Kokomo, IN"
La Crosse_WI_2080,-91.21109084,43.86539318,0.01518,"La Crosse, WI"
Lady Lake_FL_2080,-81.99628199,28.96759871,0.0173455,"Lady Lake, FL"
Lafayette_CO_2080,-105.103985,39.98802867,0.010968,"Lafayette, CO"
Lafayette_IN_2080,-86.87572508,40.42899958,0.0177215,"Lafayette, IN"
Lafayette_LA_2080,-91.97754566,30.14057711,0.0434464,"Lafayette, LA"
LaGrange_GA_2080,-85.05414383,33.03235876,0.00743058,"LaGrange, GA"
Lake Charles_LA_2080,-93.25215769,30.22826813,0.0317644,"Lake Charles, LA"
Lake Havasu City_AZ_2080,-114.3174499,34.50949941,0.00751546,"Lake Havasu City, AZ"
Lake Jackson_TX_2080,-95.42357306,29.10002988,0.0103057,"Lake Jackson, TX"
Lakeland_FL_2080,-81.93961632,28.00236072,0.0363392,"Lakeland, FL"
Lancaster_CA_2080,-118.0994262,34.62036921,0.0294492,"Lancaster, CA"
Lancaster_PA_2080,-76.29783174,40.10490662,0.0685212,"Lancaster, PA"
Lansing_MI_2080,-84.53790918,42.71095541,0.0459926,"Lansing, MI"
Laredo_TX_2080,-99.47431751,27.53409304,0.0155589,"Laredo, TX"
Las Cruces_NM_2080,-106.7414124,32.34042885,0.0160657,"Las Cruces, NM"
Las Vegas_NV_2080,-115.1580346,36.12832733,0.108117,"Las Vegas, NV"
Lawrence_KS_2080,-95.25788684,38.95380564,0.00827975,"Lawrence, KS"
Lawton_OK_2080,-98.42759725,34.6146955,0.0112203,"Lawton, OK"
Lebanon_PA_2080,-76.3932,40.35836874,0.0124333,"Lebanon, PA"
Lebanon_TN_2080,-86.32079307,36.21252753,0.00753806,"Lebanon, TN"
